,name,x,y,z
207,Улица Старокачаловская,2854.927605258939,2196.691626433228,5254.862059758429
208,Лесопарковая,2853.9549332807997,2196.081360169787,5255.645431183216
209,Битцевский Парк,2853.4497953988407,2193.967965879264,5256.802243744188
210,Петровский парк,2839.31764660815,2183.374999336671,5268.850910201497
211,ЦСКА,2840.68123283278,2182.4912306180295,5268.482054795958
212,Хорошевская,2841.989777093209,2182.297042929095,5267.856748557293
213,Шелепиха,2843.1648867082295,2183.6648211640986,5266.655710771281
214,Деловой центр,2843.231779227922,2184.8043756916313,5266.146968092244
215,Парк Победы,2845.108711416127,2184.265066933837,5265.356924045756
216,Минская,2846.4807398571875,2184.4814487682775,5264.525543447322
217,Ломоносовский проспект,2847.057357895475,2186.4008090411703,5263.416846790434
218,Раменки,2848.4100164083043,2186.0568316318177,5262.827843213257
219,Мичуринский проспект,2849.7049730228855,2185.4704526941664,5262.370327820857
220,Озёрная,2852.4437602984403,2184.7653686326557,5261.179133840428
221,Говорово ,2854.469507392281,2183.7806401439175,5260.4892307750515
222,Солнцево,2856.1864394817885,2183.0165001526825,5259.874426541139
223,Боровское шоссе,2857.1322792944543,2182.080945868093,5259.748937382191
224,Новопеределкино,2858.3503254728917,2181.771379560481,5259.2155369598395
225,Рассказовка,2859.617824007435,2181.03320116254,5258.832672375654
226,Савёловская,2870.488798830709,2190.7908602793727,5248.844678813024
227,Окружная,2834.752131551401,2180.776941833253,5272.384022682072
228,Владыкино,2834.0805516860614,2181.9011032231856,5272.2799624363915
229,Ботанический сад,2832.360312560393,2184.384742894926,5272.175960155414
230,Ростокино,2831.7567237275866,2186.087590854983,5271.7943721975225
231,Белокаменная,2831.193119987236,2188.238595538585,5271.20464090821
232,Бульвар Рокоссовского,2830.732427804991,2190.7556583891433,5270.406489769951
233,Локомотив,2831.414439848981,2191.978746245681,5269.53152052646
234,Измайлово,2832.5901396337963,2192.6545832573006,5268.618412769153
235,Соколиная Гора,2833.847563351407,2193.8256790716628,5267.454591881457
236,Шоссе Энтузиастов,2834.5513174435173,2194.623611408877,5266.74349413619
237,Андроновка,2836.3624093507206,2194.914925429731,5265.646945338054
238,Нижегородская,2837.2457650648407,2195.1081494252976,5265.090472247202
239,Новохохловская,2838.3164834437166,2194.9754069811797,5264.568691028686
240,Угрешская,2839.422591638015,2194.3792784261886,5264.220733262371
241,Дубровка,2840.5995763182,2193.7052992093477,5263.866649834672
242,Автозаводская,2841.6230745567564,2193.3372247406323,5263.467594724381
243,ЗИЛ,2842.7699953140536,2193.0503745825736,5262.967775721733
244,Верхние Котлы,2844.502880696977,2192.056404924782,5262.44554169778
245,Крымская,2845.0314057827595,2191.364678292305,5262.447923432843
246,Площадь Гагарина,2844.533719203871,2189.465611288114,5263.507315212828
247,Лужники,2844.4328185777094,2187.5878189618807,5264.342549162969
248,Кутузовская,2844.069440409241,2184.9612183759273,5265.629543779494
249,Деловой центр,2843.646161272387,2184.5483504981694,5266.029435335178
250,Шелепиха,2843.1510728130734,2183.6420619084597,5266.67260446537
251,Хорошево,2842.4113988361655,2181.628263245185,5267.906278662903
252,Зорге,2841.7471863261926,2180.899519769543,5268.566333802407
253,Панфиловская,2841.1277003711452,2179.9864337154595,5269.27827496331
254,Стрешнево,2840.527987444968,2178.585585467249,5270.180888673192
255,Балтийская,2839.287387595976,2178.3556648284894,5270.944386743997
256,Коптево,2837.3701918077622,2178.7676418644733,5271.806422603651
257,Лихоборы,2835.6242310924085,2179.894542800939,5272.2799624363915
258,Тимирязевская,2836.6321012143853,2182.8356918719596,5270.520625578646
259,Улица Милашенкова,2835.9564572690815,2183.2871457643914,5270.697222532687
260,Телецентр,2835.2851262472436,2184.1710962790626,5270.692162805591
261,Улица Академика Королёва,2834.5895922496084,2185.0697581697955,5270.69378691667
262,Выставочный центр,2833.9925650343134,2185.502853101715,5270.83526781235
263,Улица Сергея Эйзенштейна,2833.3643242148764,2185.5312468972807,5271.161235923447
264,Петровский парк,2839.31764660815,2183.374999336671,5268.850910201497
265,ЦСКА,2840.68123283278,2182.4912306180295,5268.482054795958
266,Хорошевская,2841.989777093209,2182.297042929095,5267.856748557293
267,Шелепиха,2843.1648867082295,2183.6648211640986,5266.655710771281
268,Деловой центр,2843.231779227922,2184.8043756916313,5266.146968092244
269,Савёловская,2870.488798830709,2190.7908602793727,5248.844678813024
270,Косино,2834.6816155777583,2202.856535235823,5263.235148031512
271,Улица Дмитриевского ,2833.115099215529,2203.868593318532,5263.65491440892
272,Лухмановская,2832.4081882489727,2205.0013726201205,5263.5609431148
273,Некрасовка,2831.7623637765023,2206.563125019842,5263.253945080133
274,Юго-Восточная,2868.9218791679787,2200.6455161014064,5245.577905597633
275,Окская,2869.23888466582,2198.892828490195,5246.139490285788
276,Стахановская,2869.57800786327,2197.968427473123,5246.341377438071
277,Нижегородская,2870.068478254802,2197.056799228817,5246.454931769698
278,Лобня,2833.9713752564458,2158.1706271386547,5282.096817399604
279,Шереметьевская,2827.640819470603,2169.627259756653,5280.795957976833
280,Хлебниково,2828.38298363113,2170.658376666763,5279.974707298538
281,Водники,2829.39830109804,2171.9480660048707,5278.900250271947
282,Долгопрудная,2830.120679222396,2173.2405192034566,5277.981014244941
283,Новодачная,2830.879512183948,2174.399390152003,5277.096690378506
284,Марк,2831.9466613181585,2176.033740544707,5275.850288575288
285,Лианозово,2831.897506389689,2177.1768219112896,5275.40506496289
286,Бескудниково,2832.411803772701,2178.7134715001857,5274.494476530684
287,Дегунино,2833.4334148781763,2179.9296582498323,5273.443160643203
288,Окружная,2834.752131551401,2180.776941833253,5272.384022682072
289,Тимирязевская,2836.8274734890674,2182.6404602533194,5270.496324533659
290,Савёловская,2870.488798830709,2190.7908602793727,5248.844678813024
291,Белорусская,2839.6989860695217,2185.4656764141705,5267.778511453503
292,Беговая,2841.2235395111034,2183.7358734952095,5267.673816148653
293,Тестовская,2843.1564195073165,2184.119174002154,5266.471874791556
294,Фили,2844.5364458497193,2183.835587114975,5265.844237791585
295,Кунцевская,2876.6107191430738,2188.574783675387,5246.417080901155
296,Рабочий Посёлок,2849.566803493387,2179.8861528041843,5264.76081063908
297,Сетунь,2850.500393364241,2179.1560415289987,5264.557669367672
298,Немчиновка,2851.9489587700828,2178.4778132819356,5264.053813707512
299,Сколково,2853.610967904019,2183.693775740079,5260.991060404106
300,Баковка,2856.6061440030703,2177.3489777328523,5261.9952268326515
301,Одинцово,2858.3830456971887,2175.7491092304876,5261.692045127081
302,Нахабино,2849.916074322558,2162.0442889160763,5271.924113839584
303,Аникеевка,2849.299384717198,2164.29057321958,5271.335725499094
304,Опалиха,2848.9208229960323,2166.1219999818427,5270.788045965638
305,Красногорская,2847.4245300907774,2169.4182956229897,5270.240867745379
306,Павшино,2845.932126277158,2171.275637200305,5270.282102499256
307,Пенягино,2874.406286075671,2182.8924213673113,5249.991445641204
308,Волоколамская,2842.9216177338512,2172.198432263174,5271.526500577888
309,Тушинская,2841.5581926787568,2175.4462525256286,5270.9222760340945
310,Покровское-Стрешнево,2840.867987299573,2178.0460607700516,5270.220624973924
311,Стрешнево,2840.527987444968,2178.585585467249,5270.180888673192
312,Красный Балтиец,2838.8894925839513,2180.432902796099,5270.299783247687
313,Гражданская,2838.5981836685487,2182.319586128604,5269.6757562181265
314,Дмитровская,2837.324769420616,2183.5935850458186,5269.833793221471
315,Рижская,2836.3843936305793,2187.159487468641,5268.861162333356
316,Каланчёвская,2836.963858801281,2188.7905809763333,5267.8717577865
317,Курская,2837.981156098371,2190.3386107217275,5266.680237873966
318,Москва Товарная,2837.799691526538,2192.4179748044025,5265.912773159696
319,Калитники,2838.1154900184138,2193.7192407200428,5265.200599997327
320,Новохохловская,2838.586760833509,2195.4318445111503,5264.2326332835155
321,Текстильщики,2838.8218367251793,2196.5677540119323,5263.631985745894
322,Кубанская,2840.437069615966,2198.053352555106,5262.140221703782
323,Депо,2841.449706725433,2198.376175437809,5261.4586148156095
324,Перерва,2842.893325738605,2198.528090641441,5260.615246635263
325,Москворечье,2845.331162647096,2198.3119513811075,5259.387430042049
326,Царицыно,2847.8003700110257,2198.5578442873284,5257.948027309486
327,Покровское,2840.867987299573,2178.0460607700516,5270.220624973924
328,Красный строитель,2851.958837969189,2197.50103567428,5256.135556161
329,Битца,2853.4263042886323,2198.342069245732,5254.987295187127
330,Бутово,2857.230274206084,2196.8437643535763,5253.546767202232
331,Щербинка,2859.78883102575,2199.31452793554,5251.120304197196
332,Остафьево,2861.860301489816,2197.5746039921473,5250.720186283533
333,Силикатная,2862.9124724257645,2201.1816390791096,5248.635305201725
334,Подольск,2865.3419271822722,2203.823258881464,5246.200499785007
335,Трикотажная,2873.287854007706,2183.7435493698736,5250.249710118296
